iter	RMSE
169	682909.6717
170	682865.6751
171	682812.8427
172	682757.4818
173	682718.163
174	682646.6878
175	682577.4314
176	682525.4887
177	682472.6577
178	682411.6614
179	682364.7866
180	682295.1674
181	682249.5125
182	682179.6582
183	682117.681
184	682065.3374
185	682029.6529
186	681975.9147
187	681920.8846
188	681853.3776
189	681795.0137
190	681734.5708
191	681685.6803
192	681636.4686
193	681581.7213
194	681530.0175
195	681484.1505
196	681425.8899
197	681370.5276
198	681322.0341
199	681274.4011
200	681227.6817
201	681194.1966
202	681142.6655
203	681090.9777
204	681020.7076
205	680970.2384
206	680912.7291
207	680868.2738
208	680804.7876
209	680759.8156
210	680687.4307
211	680641.2979
212	680581.9349
213	680531.9093
214	680465.4
215	680421.1733
216	680356.4759
217	680299.6634
218	680245.6956
219	680191.8761
220	680139.4693
221	680091.7739
222	680014.2268
223	679978.71
224	679935.3811
225	679898.948
226	679853.5485
227	679801.3259
228	679742.4092
229	679674.6383
230	679610.6236
231	679566.4362
232	679519.0728
233	679462.0311
234	679412.1449
235	679370.8128
236	679320.1385
237	679266.7125
238	679218.3764
239	679144.807
240	679110.7155
241	679047.3109
242	678982.6856
243	678909.9327
244	678866.0394
245	678804.854
246	678738.4206
247	678673.7591
248	678613.6042
249	678576.0247
250	678527.0522
251	678474.4149
252	678439.9384
253	678393.5345
254	678354.5526
255	678294.4859
256	678231.6324
257	678185.028
258	678146.4892
259	678110.9551
260	678058.8308
261	678023.1059
262	677981.7867
263	677922.7758
264	677880.8349
265	677840.3313
266	677794.7868
267	677753.2143
268	677700.5996
269	677656.1333
270	677604.8442
271	677554.3038
272	677510.9514
273	677465.0235
274	677426.8405
275	677357.3323
276	677303.9562
277	677257.7506
278	677219.8336
279	677174.2995
280	677104.8094
281	677062.8949
282	677007.7244
283	676962.8632
284	676905.6211
285	676865.3506
286	676808.7126
287	676757.2628
288	676690.4078
289	676636.589
290	676586.6852
291	676554.2255
292	676501.4556
293	676455.6511
294	676397.507
295	676336.402
296	676277.2292
297	676230.2857
298	676169.4419
299	676107.4437
300	676046.9295
301	675974.6418
302	675930.3007
303	675898.1345
304	675856.8816
305	675805.9916
306	675733.8484
307	675677.7299
308	675636.9852
309	675599.5049
310	675546.0612
311	675479.104
312	675434.5406
313	675382.358
314	675339.2638
315	675299.9581
316	675246.3185
317	675200.803
318	675155.174
319	675102.2127
320	675052.028
321	674991.6958
322	674923.5686
323	674886.4831
324	674829.5394
325	674780.888
326	674730.2161
327	674674.9108
328	674620.0162
329	674567.8361
330	674516.0627
331	674464.3659
332	674416.3511
333	674363.4222
334	674299.6503
335	674243.7784
336	674193.1802
337	674147.5865
338	674104.372
339	674040.5254
340	673968.5064
341	673919.2159
342	673865.2729
343	673810.1876
344	673754.2046
345	673709.8211
346	673674.1671
347	673643.9342
348	673593.2827
349	673569.0614
350	673529.127
351	673477.8485
352	673407.0624
353	673352.574
354	673282.0959
355	673243.9829
356	673202.9998
357	673139.0404
358	673086.818
359	673048.2016
360	672993.272
361	672954.9121
362	672915.5311
363	672848.5383
364	672802.2393
365	672757.0211
366	672708.4323
367	672665.9238
368	672609.3994
369	672557.8516
370	672506.7994
371	672462.1883
372	672411.8502
373	672356.3435
374	672313.5789
375	672257.7592
376	672206.5158
377	672150.3109
378	672107.107
379	672038.7896
380	671987.8139
381	671939.8673
382	671885.9113
383	671839.7807
384	671783.482
385	671733.9244
386	671697.2012
387	671647.4913
388	671582.8171
389	671524.5197
390	671462.7346
391	671419.7268
392	671372.0228
393	671316.1843
394	671266.1735
395	671215.2104
396	671173.7799
397	671138.6847
398	671096.4421
399	671044.797
400	671004.1011
401	670951.8738
402	670892.8996
403	670849.3994
404	670812.9658
405	670748.7005
406	670701.951
407	670653.77
408	670620.9517
409	670575.8006
410	670507.584
411	670432.1319
412	670380.9023
413	670326.6375
414	670280.3808
415	670207.9272
416	670153.8641
417	670109.8813
418	670077.1485
419	670016.3874
420	669972.952
421	669905.9981
422	669861.088
423	669806.9152
424	669767.8295
425	669736.8898
426	669684.4698
427	669652.5862
428	669602.5586
429	669548.1249
430	669495.0281
431	669466.7919
432	669416.5245
433	669355.2823
434	669298.4917
435	669244.6358
436	669195.3881
437	669137.4134
438	669093.2119
439	669045.9856
440	669002.9648
441	668960.2501
442	668888.3739
443	668833.8612
444	668789.7855
445	668756.6835
446	668719.9728
447	668664.5832
448	668624.0862
449	668581.8983
450	668529.3022
451	668499.2047
452	668447.9024
453	668404.7573
454	668343.1494
455	668290.4136
456	668238.4024
457	668194.4165
458	668154.6584
459	668125.1016
460	668069.183
461	668022.3242
462	667977.5305
463	667936.328
464	667891.2763
465	667845.2031
466	667792.4461
467	667745.1125
468	667676.1898
469	667616.5386
470	667575.8366
471	667532.8482
472	667484.7812
473	667435.6481
474	667392.0373
475	667340.3052
476	667306.3836
477	667275.6977
478	667226.6832
479	667165.4766
480	667100.9698
481	667071.8025
482	667036.1418
483	666978.3985
484	666942.0589
485	666883.1458
486	666825.6327
487	666763.392
488	666720.943
489	666678.9129
490	666631.0824
491	666578.7287
492	666545.6018
493	666493.0268
494	666456.0217
495	666403.7315
496	666348.1687
497	666283.6997
498	666229.0874
499	666172.8542
500	666141.7916
501	666086.9108
502	666021.5524
503	665984.6798
504	665938.9604
505	665880.2387
506	665805.6309
507	665757.9365
508	665739.2151
509	665699.8889
510	665644.107
511	665593.669
512	665538.0302
513	665496.5246
514	665439.2438
515	665403.0642
516	665364.9774
517	665317.5516
518	665270.7494
519	665214.7838
520	665156.0193
521	665103.2047
522	665068.4241
523	665009.3695
524	664961.7972
525	664913.474
526	664859.5068
527	664816.8651
528	664779.1815
529	664739.124
530	664700.3302
531	664650.4739
532	664602.8903
533	664547.5977
534	664513.0126
535	664460.1604
536	664426.3903
537	664368.229
538	664320.6832
539	664281.5656
540	664235.6683
541	664193.3171
542	664146.3395
543	664095.4873
544	664034.1406
545	663984.5185
546	663942.3451
547	663890.2709
548	663852.2711
549	663807.7236
550	663758.3348
551	663707.6779
552	663649.0433
553	663597.7145
554	663525.2396
555	663488.5797
556	663425.2015
557	663378.9251
558	663345.141
559	663299.7844
560	663260.7549
561	663200.3411
562	663143.0616
563	663089.8956
564	663055.1846
565	662997.5423
566	662959.1853
567	662920.74
568	662885.5085
569	662828.7826
570	662785.9138
571	662736.3822
572	662701.8319
573	662664.0819
574	662610.9883
575	662568.3952
576	662530.9412
577	662470.8864
578	662411.3704
579	662356.965
580	662314.3788
581	662270.6426
582	662216.4028
583	662183.2954
584	662131.8213
585	662081.5776
586	662027.0979
587	661985.7953
588	661938.6518
589	661911.2342
590	661850.2105
591	661797.1499
592	661757.2446
593	661716.7871
594	661678.6471
595	661626.8463
596	661571.8633
597	661544.7595
598	661505.3972
599	661472.1982
600	661431.8826
601	661383.6808
602	661329.4648
603	661290.0745
604	661230.6386
605	661194.4672
606	661153.3373
607	661120.8789
608	661072.3749
609	661039.8715
610	660990.2471
611	660952.7921
612	660908.0738
613	660864.5069
614	660812.9883
615	660766.0144
616	660715.0296
617	660669.9688
618	660622.23
619	660585.4147
620	660520.3958
621	660464.3368
622	660423.4517
623	660379.2354
624	660344.9044
625	660286.4902
626	660238.5987
627	660192.6965
628	660161.5542
629	660116.3753
630	660071.48
631	660025.4008
632	659970.4192
633	659923.424
634	659890.6779
635	659832.934
636	659794.4627
637	659754.0932
638	659705.3172
639	659667.0507
640	659629.5359
641	659577.8892
642	659527.7012
643	659485.592
644	659444.0923
645	659392.6729
646	659358.4748
647	659335.646
648	659309.6789
649	659259.9352
650	659202.5472
651	659160.6183
652	659110.6803
653	659064.3036
654	659024.4669
655	658985.3836
656	658944.8266
657	658904.0652
658	658863.7181
659	658831.0862
660	658778.0021
661	658740.3867
662	658701.5269
663	658647.6688
664	658592.5604
665	658542.7493
666	658482.6312
667	658441.6006
668	658397.2656
669	658347.5522
670	658290.4229
671	658235.5442
672	658182.3462
673	658151.7453
674	658108.8743
675	658081.2027
676	658034.2109
677	657989.2907
678	657949.7725
679	657907.5876
680	657864.357
681	657832.0228
682	657770.0439
683	657726.2244
684	657682.575
685	657639.5115
686	657603.9523
687	657555.5188
688	657525.9782
689	657476.453
690	657437.0028
691	657394.4007
692	657345.0532
693	657309.1677
694	657254.8874
695	657226.1306
696	657195.289
697	657155.0893
698	657119.6689
699	657063.0967
700	657024.0991
701	656986.1929
702	656948.2433
703	656903.4291
704	656839.9394
705	656793.4186
706	656753.063
707	656715.4784
708	656660.3807
709	656601.8808
710	656555.8692
711	656494.5864
712	656460.1787
713	656413.4077
714	656356.3755
715	656301.1276
716	656257.3277
717	656227.9147
718	656181.1765
719	656145.8949
720	656105.5284
721	656051.7663
722	656010.1639
723	655971.9536
724	655920.6977
725	655879.5266
726	655833.2387
727	655793.4422
728	655768.874
729	655723.1333
730	655661.5136
731	655622.8389
732	655568.793
733	655527.0518
734	655489.4497
735	655462.2906
736	655423.6696
737	655380.3727
738	655340.4539
739	655304.5186
740	655256.0183
741	655230.0151
742	655176.078
743	655146.7228
744	655123.1505
745	655076.4146
746	655038.2187
747	654980.7047
748	654942.47
749	654877.1741
750	654844.6468
751	654789.7413
752	654750.3661
753	654714.3256
754	654672.3305
755	654613.6038
756	654563.4793
757	654527.5738
758	654484.5556
759	654443.8476
760	654402.4909
761	654366.0673
762	654338.4155
763	654295.6169
764	654254.0461
765	654204.5122
766	654171.3038
767	654136.7214
768	654101.0818
769	654066.5493
770	654026.0397
771	653980.1116
772	653940.6644
773	653898.3927
774	653856.1887
775	653807.7461
776	653768.0231
777	653741.9625
778	653680.291
779	653650.1855
780	653607.8224
781	653565.8275
782	653506.5555
783	653465.1732
784	653408.4606
785	653362.7183
786	653334.1913
787	653285.7978
788	653238.9602
789	653205.5213
790	653156.5647
791	653110.2552
792	653074.1569
793	653028.6224
794	652984.3828
795	652953.5025
796	652918.8147
797	652864.435
798	652817.3384
799	652779.9341
800	652732.3264
801	652672.1289
802	652614.7235
803	652557.2664
804	652530.4891
805	652481.363
806	652425.5174
807	652385.3493
808	652354.2743
809	652300.2325
810	652256.5292
811	652218.3232
812	652174.5566
813	652136.8067
814	652091.6035
815	652066.643
816	652022.8758
817	651977.1047
818	651947.3541
819	651910.4307
820	651879.0663
821	651830.5494
822	651799.0937
823	651753.0777
824	651706.4976
825	651658.2782
826	651627.2235
827	651581.653
828	651538.7346
829	651486.6947
830	651453.3082
831	651418.5349
832	651366.9509
833	651326.7653
834	651308.9277
835	651268.8385
836	651214.7771
837	651167.9299
838	651136.2981
839	651099.7535
840	651044.8575
841	651007.7106
842	650970.9247
843	650913.8608
844	650858.3628
845	650811.3728
846	650773.9389
847	650732.5931
848	650674.2743
849	650639.9642
850	650607.3542
851	650546.6884
852	650510.2288
853	650475.5425
854	650434.1675
855	650403.1283
856	650349.4381
857	650301.6211
858	650247.2337
859	650210.1739
860	650171.5413
861	650119.3934
862	650073.4085
863	650033.8128
864	649983.878
865	649948.1091
866	649902.323
867	649856.5025
868	649823.8634
869	649787.7838
870	649743.3076
871	649691.1576
872	649649.7244
873	649591.8277
874	649543.5322
875	649495.8261
876	649437.8338
877	649387.7143
878	649356.0338
879	649318.1645
880	649275.7173
881	649233.2528
882	649190.1037
883	649156.5619
884	649112.0173
885	649057.1895
886	649000.186
887	648955.7337
888	648908.5056
889	648850.5587
890	648810.5824
891	648760.2036
892	648702.7737
893	648648.2994
894	648603.6095
895	648562.6316
896	648518.129
897	648462.7203
898	648431.1149
899	648390.685
900	648345.1408
901	648306.6243
902	648267.2783
903	648228.325
904	648186.29
905	648141.5451
906	648098.6593
907	648071.0054
908	648045.7175
909	648000.8627
910	647981.4808
911	647937.817
912	647908.8821
913	647878.669
914	647844.1296
915	647799.5837
916	647765.7712
917	647708.2564
918	647667.7407
919	647621.9427
920	647578.9292
921	647545.9199
922	647498.4245
923	647460.1396
924	647412.6944
925	647379.4102
926	647330.9318
927	647285.2459
928	647238.1125
929	647193.4517
930	647148.0503
931	647118.3357
932	647080.4892
933	647033.8829
934	647000.0665
935	646965.7606
936	646933.1063
937	646891.0207
938	646845.8183
939	646812.865
940	646760.3646
941	646726.6487
942	646693.4482
943	646657.288
944	646637.064
945	646600.4877
946	646545.5524
947	646497.0083
948	646460.8987
949	646431.2824
950	646390.5992
951	646359.6581
952	646318.9944
953	646271.359
954	646228.3545
955	646199.9938
956	646166.0269
957	646134.3307
958	646103.1235
959	646053.2484
960	646031.4323
961	645982.0006
962	645925.2153
963	645879.8739
964	645826.6539
965	645788.9058
966	645750.5646
967	645715.0594
968	645681.8987
969	645630.0947
970	645577.7174
971	645537.7746
972	645491.593
973	645456.2051
974	645420.0825
975	645385.2705
976	645347.5935
977	645312.8616
978	645281.6685
979	645228.2974
980	645190.3875
981	645171.9136
982	645111.259
983	645067.839
984	645028.9751
985	644994.1914
986	644945.057
987	644903.5797
988	644861.6465
989	644824.2272
990	644777.1385
991	644737.0422
992	644692.8805
993	644659.8236
994	644647.8466
995	644599.5874
996	644558.062
997	644514.179
998	644477.1164
999	644456.1061
